id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
3560,KGON,medium_airport,Groton New London Airport,41.330101,-72.045097,9,NA,US,US-CT,Groton,no,KGON,GON,GON,https://ctairports.org/airports/groton-newlondon/,https://en.wikipedia.org/wiki/Groton-New_London_Airport,New London
3576,KHFD,medium_airport,Hartford Brainard Airport,41.73669815,-72.6493988,18,NA,US,US-CT,Hartford,no,KHFD,HFD,HFD,,https://en.wikipedia.org/wiki/Hartford-Brainard_Airport,
20051,KHIE,small_airport,Mount Washington Regional Airport,44.36752,-71.545765,1074,NA,US,US-NH,Whitefield,no,KHIE,HIE,HIE,http://www.mountwashingtonairport.com/,https://en.wikipedia.org/wiki/Mount_Washington_Regional_Airport,
20095,KHUL,medium_airport,Houlton International Airport,46.12310028,-67.792099,489,NA,US,US-ME,Houlton,no,KHUL,HUL,HUL,,https://en.wikipedia.org/wiki/Houlton_International_Airport,Houlton AAF
3599,KHVN,medium_airport,Tweed New Haven Airport,41.26369858,-72.88680267,12,NA,US,US-CT,New Haven,yes,KHVN,HVN,HVN,,https://en.wikipedia.org/wiki/Tweed_New_Haven_Regional_Airport,
3600,KHYA,medium_airport,Cape Cod Gateway Airport,41.6693,-70.280403,54,NA,US,US-MA,Hyannis,yes,KHYA,HYA,HYA,,https://en.wikipedia.org/wiki/Barnstable_Municipal_Airport,"Barnstable, Boardman Polando"
20166,KIJD,small_airport,Windham Airport,41.743999,-72.180298,247,NA,US,US-CT,North Windham,no,KIJD,,IJD,,https://en.wikipedia.org/wiki/Windham_Airport,
20197,KIWI,small_airport,Wiscasset Airport,43.96139908,-69.71260071,70,NA,US,US-ME,Wiscasset,no,KIWI,ISS,IWI,http://www.wiscasset.org/departments/airport/,https://en.wikipedia.org/wiki/Wiscasset_Airport,
20202,KIZG,small_airport,Eastern Slopes Regional Airport,43.991100311299995,-70.94789886,454,NA,US,US-ME,Fryeburg,no,KIZG,FRY,IZG,,https://en.wikipedia.org/wiki/Eastern_Slopes_Regional_Airport,
18258,KJSD,heliport,Sikorsky Heliport,41.249298095703125,-73.09680176,20,NA,US,US-CT,Stratford,no,KJSD,,JSD,,,
20325,KLCI,small_airport,Laconia Municipal Airport,43.572701,-71.4189,545,NA,US,US-NH,Laconia / Gilford,no,KLCI,LCI,LCI,http://www.laconiaairport.com/,https://en.wikipedia.org/wiki/Laconia_Municipal_Airport,
3639,KLEB,medium_airport,Lebanon Municipal Airport,43.626098632799994,-72.30419922,603,NA,US,US-NH,Lebanon,yes,KLEB,LEB,LEB,http://flyleb.com/,https://en.wikipedia.org/wiki/Lebanon_Municipal_Airport_(New_Hampshire),
20331,KLEW,small_airport,Auburn Lewiston Municipal Airport,44.04850006,-70.28350067,288,NA,US,US-ME,Auburn/Lewiston,no,KLEW,LEW,LEW,http://www.flytome.com/,https://en.wikipedia.org/wiki/Auburn/Lewiston_Municipal_Airport,NAAF Lewiston
20371,KLRG,small_airport,Lincoln Regional Airport,45.362202,-68.534698,208,NA,US,US-ME,Lincoln,no,KLRG,,LRG,,https://en.wikipedia.org/wiki/Lincoln_Regional_Airport_(Maine),
3660,KLWM,medium_airport,Lawrence Municipal Airport,42.717201232899995,-71.12339783,148,NA,US,US-MA,Lawrence,no,KLWM,LWM,LWM,http://www.lawrencemunicipalairport.com/,https://en.wikipedia.org/wiki/Lawrence_Municipal_Airport_(Massachusetts),
12281,KLZD,small_airport,Danielson Airport,41.819698333740234,-71.90100098,238,NA,US,US-CT,Danielson,no,KLZD,,LZD,,https://en.wikipedia.org/wiki/Danielson_Airport,Formerly 5B3
3684,KMHT,medium_airport,Manchester-Boston Regional Airport,42.932598,-71.435699,266,NA,US,US-NH,Manchester,yes,KMHT,MHT,MHT,,https://en.wikipedia.org/wiki/Manchester-Boston_Regional_Airport,
20526,KMLT,small_airport,Millinocket Municipal Airport,45.6478,-68.6856,408,NA,US,US-ME,Millinocket,no,KMLT,MLT,MLT,,https://en.wikipedia.org/wiki/Millinocket_Municipal_Airport,
20529,KMMK,small_airport,Meriden Markham Municipal Airport,41.50870132446289,-72.82949829,103,NA,US,US-CT,Meriden,no,KMMK,,MMK,,https://en.wikipedia.org/wiki/Meriden_Markham_Municipal_Airport,
20551,KMPV,medium_airport,Edward F Knapp State Airport,44.20349884,-72.56230164,1166,NA,US,US-VT,Barre/Montpelier,no,KMPV,MPV,MPV,,https://en.wikipedia.org/wiki/Edward_F._Knapp_State_Airport,
20575,KMVL,small_airport,Morrisville-Stowe State Airport,44.534599,-72.613998,732,NA,US,US-VT,Morrisville,no,KMVL,MVL,MVL,,https://en.wikipedia.org/wiki/Morrisville-Stowe_State_Airport,
20576,KMVM,small_airport,Machias Valley Airport,44.70309829711914,-67.47859955,96,NA,US,US-ME,Machias,no,KMVM,,MVM,,https://en.wikipedia.org/wiki/Machias_Valley_Airport,
20578,KMVY,small_airport,Martha's Vineyard Airport,41.39310074,-70.61430359,67,NA,US,US-MA,Martha's Vineyard,yes,KMVY,MVY,MVY,,https://en.wikipedia.org/wiki/Martha's_Vineyard_Airport,
547261,KMWN,heliport,Mount Washington Observatory,44.270278,-71.303333,6288,NA,US,US-NH,,no,KMWN,,,https://mountwashington.org,https://en.wikipedia.org/wiki/Mount_Washington_Observatory,Mount Washington
3729,KNHZ,medium_airport,Brunswick Executive Airport,43.89220047,-69.93859863,72,NA,US,US-ME,Brunswick,no,KBXM,NHZ,BXM,http://mrra.us/brunswick-executive-airport/,https://en.wikipedia.org/wiki/Brunswick_Executive_Airport,"KHNZ, Brunswick NAS"
300161,KNLW,heliport,Naval Station Newport Helipad,41.50388889,-71.32583333,1,NA,US,US-RI,Newport,no,KNLW,,,,,
30431,KNZW,closed,South Weymouth Naval Air Station,42.148602,-70.9394,150,NA,US,US-MA,South Weymouth,no,,,,https://www.bracpmo.navy.mil/brac_bases/northeast/former_nas_south_weymouth.html,https://en.wikipedia.org/wiki/Naval_Air_Station_South_Weymouth,"NZW, KNZW, Shea Field"
3748,KOLD,small_airport,Dewitt Field - Old Town Municipal Airport,44.952801,-68.674301,126,NA,US,US-ME,Old Town,no,KOLD,OLD,OLD,,https://en.wikipedia.org/wiki/Old_Town_Municipal_Airport_and_Seaplane_Base,
3753,KOQU,medium_airport,Quonset State Airport,41.5970993,-71.41210175,18,NA,US,US-RI,North Kingstown,no,KOQU,NCO,OQU,,https://en.wikipedia.org/wiki/Quonset_State_Airport,Quonset Point NAS
20763,KORE,small_airport,Orange Municipal Airport,42.57009888,-72.28859711,555,NA,US,US-MA,Orange,no,KORE,,ORE,http://www.flyore.com/,https://en.wikipedia.org/wiki/Orange_Municipal_Airport,
3756,KORH,medium_airport,Worcester Regional Airport,42.2673,-71.875702,1009,NA,US,US-MA,Worcester,yes,KORH,ORH,ORH,,https://en.wikipedia.org/wiki/Worcester-Metrowest-Boston_Airport,
20777,KOWD,medium_airport,Norwood Memorial Airport,42.19049835,-71.17289734,49,NA,US,US-MA,Norwood,no,KOWD,OWD,OWD,http://www.ci.norwood.ma.us/Airport/Default.htm,https://en.wikipedia.org/wiki/Norwood_Memorial_Airport,
20779,KOWK,small_airport,Central Maine/Norridgewock Airport,44.7155,-69.866501,270,NA,US,US-ME,Norridgewock,no,KOWK,OWK,OWK,http://www.townofnorridgewock.com/airport.html,https://en.wikipedia.org/wiki/Central_Maine_Airport_of_Norridgewock,Central Maine Regional Airport
20782,KOXC,small_airport,Waterbury Oxford Airport,41.47859955,-73.1352005,726,NA,US,US-CT,Oxford,no,KOXC,OXC,OXC,http://www.ctairports.org/GeneralAviationAirports/WaterburyOxford/AbouttheAirport.aspx,https://en.wikipedia.org/wiki/Waterbury%E2%80%93Oxford_Airport,
20852,KPNN,small_airport,Princeton Municipal Airport,45.20069885,-67.56439972,266,NA,US,US-ME,Princeton,no,KPNN,PNN,PNN,,https://en.wikipedia.org/wiki/Princeton_Municipal_Airport_(Maine),
3787,KPQI,medium_airport,Presque Isle International Airport,46.688999,-68.0448,534,NA,US,US-ME,Presque Isle,yes,KPQI,PQI,PQI,,https://en.wikipedia.org/wiki/Presque_Isle_International_Airport,Northern Maine Regional
20871,KPSF,small_airport,Pittsfield Municipal Airport,42.4268,-73.2929,1188,NA,US,US-MA,Pittsfield,no,KPSF,PSF,PSF,https://www.cityofpittsfield.org/departments/airport/index.php,https://en.wikipedia.org/wiki/Pittsfield_Municipal_Airport_(Massachusetts),
3791,KPSM,medium_airport,Portsmouth International at Pease Airport,43.07789993,-70.82330322,100,NA,US,US-NH,Portsmouth,yes,KPSM,PSM,PSM,,https://en.wikipedia.org/wiki/Pease_International_Airport,
20885,KPVC,small_airport,Provincetown Municipal Airport,42.07189941,-70.2213974,9,NA,US,US-MA,Provincetown,no,KPVC,PVC,PVC,,https://en.wikipedia.org/wiki/Provincetown_Municipal_Airport,
3795,KPVD,large_airport,Theodore Francis Green State Airport,41.725038,-71.425668,55,NA,US,US-RI,Warwick,yes,KPVD,PVD,PVD,https://flyri.com/,https://en.wikipedia.org/wiki/T._F._Green_Airport,
3796,KPWM,large_airport,Portland International Jetport,43.646198,-70.309303,76,NA,US,US-ME,Portland,yes,KPWM,PWM,PWM,https://portlandjetport.org/,https://en.wikipedia.org/wiki/Portland_International_Jetport,
20900,KPYM,small_airport,Plymouth Municipal Airport,41.909,-70.728798,148,NA,US,US-MA,Plymouth,no,KPYM,PYM,PYM,,https://en.wikipedia.org/wiki/Plymouth_Municipal_Airport_(Massachusetts),
20935,KRKD,medium_airport,Knox County Regional Airport,44.060101,-69.099197,56,NA,US,US-ME,Rockland,yes,KRKD,RKD,RKD,,https://en.wikipedia.org/wiki/Knox_County_Regional_Airport,
3859,KRUT,medium_airport,Rutland - Southern Vermont Regional Airport,43.5294,-72.9496,787,NA,US,US-VT,Rutland,yes,KRUT,RUT,RUT,,https://en.wikipedia.org/wiki/Rutland_State_Airport,
21057,KSFM,small_airport,Sanford Seacoast Regional Airport,43.39390182,-70.70800018,244,NA,US,US-ME,Sanford,no,KSFM,SFM,SFM,http://www.sanfordmaine.org/index.asp?Type=B_BASIC&SEC={DEE316C2-D149-450A-922E-9B2B686815B4},https://en.wikipedia.org/wiki/Sanford_Regional_Airport,Sanford NAAF
21060,KSFZ,small_airport,North Central State Airport,41.92079926,-71.49140167,441,NA,US,US-RI,Pawtucket,no,KSFZ,SFZ,SFZ,,https://en.wikipedia.org/wiki/North_Central_State_Airport,
21090,KSNC,small_airport,Chester Airport,41.384177,-72.506011,416,NA,US,US-CT,Chester,no,KSNC,,SNC,,https://en.wikipedia.org/wiki/Chester_Airport,3B9
21177,KTAN,small_airport,Taunton Municipal King Field,41.874401,-71.016602,43,NA,US,US-MA,Taunton,no,KTAN,,TAN,,https://en.wikipedia.org/wiki/Taunton_Municipal_Airport,
21305,KUUU,small_airport,Newport State Airport,41.532398,-71.281502,172,NA,US,US-RI,Newport,yes,KUUU,NPT,UUU,,https://en.wikipedia.org/wiki/Newport_State_Airport_(Rhode_Island),2B4
21336,KVSF,small_airport,Hartness State Airport,43.343601,-72.517303,577,NA,US,US-VT,North Springfield,no,KVSF,VSF,VSF,,https://en.wikipedia.org/wiki/Hartness_State_Airport,Springfield
21382,KWST,medium_airport,Westerly State Airport,41.349602,-71.803398,81,NA,US,US-RI,Westerly,yes,KWST,WST,WST,,https://en.wikipedia.org/wiki/Westerly_State_Airport,
21385,KWVL,small_airport,Waterville Robert Lafleur Airport,44.53319931,-69.67549896,333,NA,US,US-ME,Waterville,no,KWVL,WVL,WVL,,https://en.wikipedia.org/wiki/Waterville_Robert_LaFleur_Airport,
21735,M00,seaplane_base,Augusta Seaplane Base,44.267601013183594,-69.78170013,23,NA,US,US-ME,Augusta,no,M00,,M00,,,
21745,M57,seaplane_base,Rangeley Lake Seaplane Base,44.9533,-70.663101,1518,NA,US,US-ME,Rangeley,no,M57,,M57,,https://en.wikipedia.org/wiki/Rangeley_Lake_Seaplane_Base,
330494,MA01,heliport,Gillette Stadium Heliport,42.088661,-71.263289,271,NA,US,US-MA,Foxborough,no,MA01,,MA01,,,
334333,MA02,heliport,MSP GHQ Heliport,42.296594,-71.415831,203,NA,US,US-MA,Framingham,no,MA02,,MA02,,,
21752,MA07,small_airport,Friends Ultralightport,41.56760025024414,-71.11920166,131,NA,US,US-MA,Westport,no,MA07,,MA07,,,
345683,MA09,heliport,Mojarr Heliport,42.050324,-71.890213,458,NA,US,US-MA,Dudley,no,MA09,,MA09,,,
21753,MA10,heliport,Chambers Heliport,42.378163,-71.088552,60,NA,US,US-MA,Somerville,no,MA10,,MA10,,,
324378,MA11,heliport,Dog Fish Bar Heliport,41.354222,-70.804756,8,NA,US,US-MA,Aquinnah,no,MA11,,MA11,,,
21754,MA12,closed,Marston Mills Seaplane Base,41.668999,-70.417503,44,NA,US,US-MA,Marstons Mills,no,,,,,,MA12
21755,MA13,heliport,Nugent Heliport,42.627899169921875,-70.63780212,100,NA,US,US-MA,Gloucester,no,MA13,,MA13,,,
21756,MA14,heliport,Wheeler's Point Heliport,42.6393013,-70.68029785,35,NA,US,US-MA,Gloucester,no,MA14,,MA14,,,
21757,MA15,heliport,Pond Road Heliport,42.62839889526367,-70.6434021,50,NA,US,US-MA,Gloucester,no,MA15,,MA15,,,
21758,MA16,small_airport,Marshall's Airport,42.363399505615234,-71.82170105,630,NA,US,US-MA,Holden,no,MA16,,MA16,,,
21759,MA17,closed,Avco/Lowell Heliport,42.615398,-71.3209,131,NA,US,US-MA,Lowell,no,,,,,,MA17
21760,MA18,small_airport,Cmelak Field,42.07910156,-73.30719757,980,NA,US,US-MA,Sheffield,no,MA18,,MA18,,,
21761,MA19,closed,Berlin Lndg Area,42.367595,-71.641701,270,NA,US,US-MA,Berlin,no,,,,,,MA19
21762,MA2,closed,Merrimack Valley Seaplane Base,42.7001,-71.216202,50,NA,US,US-MA,Methuen,no,,,,,https://en.wikipedia.org/wiki/Merrimack_Valley_Seaplane_Base,MA2
21763,MA20,heliport,Beverly Hospital Heliport,42.566200256347656,-70.87750244,84,NA,US,US-MA,Beverly,no,MA20,,MA20,,,
21764,MA21,heliport,Baybank Heliport,42.48120117,-71.20760345,150,NA,US,US-MA,Burlington,no,MA21,,MA21,,,
21765,MA22,heliport,The Beat Heliport,42.315128,-71.049264,55,NA,US,US-MA,Boston,no,MA22,,MA22,,,Boston Globe Heliport
21766,MA23,heliport,North Bay Heliport,41.62730026245117,-70.39969635,10,NA,US,US-MA,Osterville,no,MA23,,MA23,,,
21767,MA24,closed,Museum of Science Heliport,42.367595,-71.071702,66,NA,US,US-MA,Boston,no,,,,,,MA24
21768,MA25,seaplane_base,Long Pond Seaplane Base,41.73210144042969,-70.06109619,31,NA,US,US-MA,Brewster,no,MA25,,MA25,,,
21769,MA26,balloonport,Balloon Port At Dingley Dell Balloonport,42.120399475097656,-72.2562027,465,NA,US,US-MA,Brimfield,no,MA26,,MA26,,,
21770,MA27,heliport,Goddard Hosp Heliport,42.10039902,-71.08200073,200,NA,US,US-MA,Brockton,no,MA27,,MA27,,,
21771,MA28,heliport,Congamond Lake Heliport,42.03340148925781,-72.75980377,225,NA,US,US-MA,Southwick,no,MA28,,MA28,,,
21772,MA29,heliport,Camp Edwards Heliport,41.671501,-70.564796,135,NA,US,US-MA,Bourne,no,MA29,,MA29,,https://en.wikipedia.org/wiki/Camp_Edwards_Heliport,
21773,MA30,small_airport,Dresser Hill Airport,42.10217,-71.969118,810,NA,US,US-MA,Charlton,no,MA30,,MA30,,,
21774,MA31,heliport,Charlton Memorial Hospital Heliport,41.709775,-71.14683,240,NA,US,US-MA,Fall River,no,MA31,,MA31,,,
21775,MA32,heliport,Atlantic Trade Heliport,42.261199951171875,-71.76950073,570,NA,US,US-MA,Worcester,no,MA32,,MA32,,,
21776,MA33,heliport,Sagamore Hill Heliport,42.64189910888672,-70.82679749,200,NA,US,US-MA,Ipswich,no,MA33,,MA33,,,
21777,MA34,heliport,Moore Dogs Heliport,41.92539978027344,-70.80339813,110,NA,US,US-MA,Carver,no,MA34,,MA34,,,
21778,MA35,heliport,Hat Factory Heliport,42.83509826660156,-70.93109894,10,NA,US,US-MA,Amesbury,no,MA35,,MA35,,,
21779,MA36,small_airport,Snow Airport,42.666500091552734,-70.85299683,61,NA,US,US-MA,Ipswich,no,MA36,,MA36,,,
21780,MA37,heliport,Falmouth Hospital Heliport,41.565101623535156,-70.62449646,105,NA,US,US-MA,Falmouth,no,MA37,,MA37,,,
21781,MA38,heliport,Fitchburg Paper Company Heliport,42.57979965209961,-71.8286972,525,NA,US,US-MA,Fitchburg,no,MA38,,MA38,,,
21782,MA39,heliport,Brigham & Women's Hospital Heliport,42.336382,-71.106809,200,NA,US,US-MA,Boston,no,MA39,,MA39,,,
21783,MA40,seaplane_base,Diesel Dogs Seaplane Base,42.543399810791016,-71.96839905,325,NA,US,US-MA,Gardner,no,MA40,,MA40,,,
21784,MA41,heliport,Princess Lane Heliport,42.22439956665039,-71.55970001,135,NA,US,US-MA,Hopkinton,no,MA41,,MA41,,,
21785,MA42,heliport,US Coast Guard Gloucester Heliport,42.6101,-70.660004,10,NA,US,US-MA,Gloucester,no,MA42,,MA42,,,
21786,MA43,small_airport,Morehaven Airport,42.072173,-72.899963,1120,NA,US,US-MA,Granville,no,MA43,,MA43,,,
21787,MA44,small_airport,Trade Wind Airport,41.441799,-70.570297,43,NA,US,US-MA,Oak Bluffs,no,MA44,,MA44,,https://en.wikipedia.org/wiki/Trade_Wind_Airport,
21788,MA45,heliport,Simmons Heliport,42.125143,-70.843835,90,NA,US,US-MA,Hanover,no,MA45,,MA45,,,
21789,MA46,heliport,Army National Guard Heliport,42.130699157714844,-71.48419952,300,NA,US,US-MA,Milford,no,MA46,,MA46,,,
21790,MA47,heliport,Chicopee Heliport,42.18259811401367,-72.56150055,245,NA,US,US-MA,Chicopee,no,MA47,,MA47,,,
21791,MA48,heliport,Raytheon Heliport,42.43065083,-71.25255639,130,NA,US,US-MA,Lexington,no,MA48,,MA48,,,
21792,MA49,heliport,Metro-Swift Heliport,42.54119873046875,-70.92759705,40,NA,US,US-MA,Peabody,no,MA49,,MA49,,,
21793,MA50,heliport,Compaq Marlboro Heliport,42.32619857788086,-71.57620239,430,NA,US,US-MA,Marlboro,no,MA50,,MA50,,,
21794,MA51,heliport,Richie's Heliport,41.63819885253906,-71.03890228,104,NA,US,US-MA,North Dartmouth,no,MA51,,MA51,,,
21795,MA52,small_airport,Sids Airport,42.43817138671875,-71.47024536,220,NA,US,US-MA,Maynard,no,MA52,,MA52,,,
21796,MA53,small_airport,Ware Airport,42.2820015,-72.21479797,483,NA,US,US-MA,Ware,no,MA53,UWA,MA53,,https://en.wikipedia.org/wiki/Ware_Airport,
21797,MA54,heliport,B-Town Heliport,42.30009841918945,-72.42620087,320,NA,US,US-MA,Belchertown,no,MA54,,MA54,,,
21798,MA55,small_airport,Muskeget Island Airport,41.334801,-70.2995,90,NA,US,US-MA,Muskeget Island,no,MA55,,MA55,,https://en.wikipedia.org/wiki/Muskeget_Island_Airport,
21799,MA56,heliport,Boston Scientific Natick Heliport,42.30500030517578,-71.37529755,167,NA,US,US-MA,Natick,no,MA56,,MA56,,,
21800,MA57,heliport,Us Property & Fiscal Office Heliport,42.28340148925781,-71.36620331,200,NA,US,US-MA,Natick,no,MA57,,MA57,,,
21801,MA58,heliport,Natick Army Laboratories Heliport,42.2865244,-71.36068583,143,NA,US,US-MA,Natick,no,MA58,,MA58,,,
21802,MA59,closed,Veracka Heliport,42.045104,-71.009202,80,NA,US,US-MA,Brockton,no,,,,,,MA59
21803,MA6,seaplane_base,Monponsett Pond Seaplane Base,42.00979995727539,-70.8431015,52,NA,US,US-MA,Halifax,no,MA6,,MA6,,https://en.wikipedia.org/wiki/Monponsett_Pond_Seaplane_Base,
21804,MA60,heliport,St Luke's Hospital Heliport,41.89400100708008,-70.91500092,140,NA,US,US-MA,Middleborough,no,MA60,,MA60,,,
21805,MA62,closed,Sampson Pond Heliport,41.860401,-70.751701,167,NA,US,US-MA,Carver,no,,,,,,MA62
21806,MA63,small_airport,Sherman-Private Airport,42.07400131225586,-70.79810333,34,NA,US,US-MA,Pembroke,no,MA63,,MA63,,,
21807,MA64,small_airport,Pheasant Field,42.075401306152344,-70.81529999,40,NA,US,US-MA,Pembroke,no,MA64,,MA64,,,
21808,MA65,seaplane_base,Island Air Service Seaplane Base,41.77180099487305,-70.87310028,53,NA,US,US-MA,Rochester,no,MA65,,MA65,,,
21809,MA66,closed,Wolomolopoag STOLport,42.100701,-71.207802,276,NA,US,US-MA,Sharon,no,,,,,,MA66
21810,MA67,heliport,Tgp Heliport,42.03450012207031,-72.63200378,120,NA,US,US-MA,Agawam,no,MA67,,MA67,,,
21811,MA68,heliport,Massachusetts Mutual Life Insurance Co Heliport,42.116209,-72.542545,206,NA,US,US-MA,Springfield,no,MA68,,MA68,,,
21812,MA69,heliport,New England Memorial Hospital Heliport,42.451499938964844,-71.08699799,219,NA,US,US-MA,Stoneham,no,MA69,,MA69,,,
21813,MA70,small_airport,Sudbury Airport,42.35089874267578,-71.42980194,135,NA,US,US-MA,Sudbury,no,MA70,,MA70,,,
21814,MA71,heliport,Davna Corp Heliport,42.15510177612305,-71.38619995,145,NA,US,US-MA,Millis,no,MA71,,MA71,,,
21815,MA72,small_airport,Tuckernuck Airport,41.297501,-70.260399,23,NA,US,US-MA,Tuckernuck Island,no,MA72,,MA72,,https://en.wikipedia.org/wiki/Tuckernuck_Airport,
21816,MA73,closed,Oxbow Corporation Heliport,42.218201,-71.297302,270,NA,US,US-MA,Dover,no,,,,,,MA73
21817,MA74,seaplane_base,Larson's Seaplane Base,42.69150161743164,-71.41809845,90,NA,US,US-MA,Tyngsboro,no,MA74,,MA74,,,
21818,MA75,small_airport,Sky Glen Airport,42.04090118408203,-71.61620331,260,NA,US,US-MA,Uxbridge,no,MA75,,MA75,,,
21819,MA76,heliport,Waltham Weston Hospital & Medical Center Heliport,42.36759948730469,-71.24810028,75,NA,US,US-MA,Waltham,no,MA76,,MA76,,,
21820,MA77,small_airport,Blueberry Hill Airport,42.375099182128906,-73.14759827,2000,NA,US,US-MA,Washington,no,MA77,,MA77,,,
21821,MA78,seaplane_base,Russell Mill Pond Seaplane Base,41.91790008544922,-70.62779999,55,NA,US,US-MA,Plymouth,no,MA78,,MA78,,,
21822,MA79,heliport,Digital Heliport,42.175899505615234,-72.72480011,260,NA,US,US-MA,Westfield,no,MA79,,MA79,,,
21823,MA80,small_airport,Mundale Airport,42.121431,-72.812046,280,NA,US,US-MA,Westfield,no,MA80,,MA80,,,
21824,MA81,heliport,Digital Heliport,42.55509948730469,-71.92559814,1100,NA,US,US-MA,Westminster,no,MA81,,MA81,,,
21825,MA82,seaplane_base,Westport Seaplane Base,41.64929962158203,-71.12590027,131,NA,US,US-MA,Westport,no,MA82,,MA82,,,
21826,MA83,heliport,Hubbard Regional Hospital Heliport,42.02759933,-71.85030365,510,NA,US,US-MA,Webster,no,MA83,,MA83,,,
21827,MA84,heliport,Sprague Nr 1 Heliport,42.72090148925781,-73.21340179,665,NA,US,US-MA,Williamstown,no,MA84,,MA84,,,
21828,MA85,heliport,Sprague Nr 2 Heliport,42.71950149536133,-73.21340179,665,NA,US,US-MA,Williamstown,no,MA85,,MA85,,,
21829,MA86,small_airport,Kendalls Lndg Area Airport,42.50559998,-73.05979919,2102,NA,US,US-MA,Windsor,no,MA86,,MA86,,,
21830,MA87,closed,Horseneck Seaplane Base,41.509801,-71.038101,0,NA,US,US-MA,Westport,no,,,,,,MA87
21831,MA88,small_airport,Albert Farms Airport,42.390098571777344,-72.93090057,1425,NA,US,US-MA,Worthington,no,MA88,,MA88,,,
21832,MA89,small_airport,B&B Farm Airport,42.346099853515625,-72.10389709,980,NA,US,US-MA,New Braintree,no,MA89,,MA89,,,
21833,MA90,heliport,Host Hotel Heliport,42.48120487,-71.54731393,280,NA,US,US-MA,Boxborough,no,MA90,,MA90,,,
21834,MA91,heliport,Compaq Parker Street Heliport,42.418399810791016,-71.44730377,178,NA,US,US-MA,Maynard,no,MA91,,MA91,,,
21835,MA92,heliport,Prospect Hill Heliport,42.39789962768555,-71.25779724,270,NA,US,US-MA,Waltham,no,MA92,,MA92,,,
21836,MA93,heliport,Bay Bank Ii Heliport,42.48120117,-71.20950317,148,NA,US,US-MA,Burlington,no,MA93,,MA93,,,
21837,MA94,heliport,Parker Heliport,42.27539825439453,-71.79869843,520,NA,US,US-MA,Worcester,no,MA94,,MA94,,,
21838,MA95,heliport,Bear Hole Heliport,42.12649917602539,-72.66950226,235,NA,US,US-MA,West Springfield,no,MA95,,MA95,,,
21839,MA96,closed,Rent-A-Tool Heliport,42.427898,-70.984497,,NA,US,US-MA,Revere,no,,,,,,"MA96, MA96, MA96"
21840,MA97,small_airport,Waters Airport,42.125099182128906,-71.7397995,700,NA,US,US-MA,Sutton,no,MA97,,MA97,,,
21841,MA98,heliport,Anna Jaques Hospital Heliport,42.81449890136719,-70.89089966,100,NA,US,US-MA,Newburyport,no,MA98,,MA98,,,
21842,MA99,heliport,Princess House Heliport,41.86119842529297,-71.10780334,12,NA,US,US-MA,Taunton,no,MA99,,MA99,,,
45446,ME00,small_airport,Fort Fairfield Municipal Airport,46.764354,-67.847421,471,NA,US,US-ME,Fort Fairfield,no,ME00,,ME00,,,
21937,ME01,seaplane_base,Crescent Lake Seaplane Base,43.957000732421875,-70.46260071,278,NA,US,US-ME,East Raymond,no,ME01,,ME01,,,
21938,ME02,heliport,Northern Light Eastern Maine Medical Center Heliport,44.808275,-68.752233,60,NA,US,US-ME,Bangor,no,ME02,,ME02,,,
21939,ME03,small_airport,Webber Jones Airport,45.33620071411133,-69.05090332,400,NA,US,US-ME,Brownville,no,ME03,,ME03,,,
21940,ME04,seaplane_base,Ilco Landing Area Seaplane Base,46.609500885009766,-69.5306015,1031,NA,US,US-ME,Clayton Lake,no,ME04,,ME04,,,
21941,ME05,small_airport,Allen St Peter Memorial Airport,46.75,-68.47119904,800,NA,US,US-ME,Portage,no,ME05,,ME05,,,
21942,ME06,small_airport,Flying Ed Airport,45.02790069580078,-67.30940247,440,NA,US,US-ME,Charlotte,no,ME06,,ME06,,,
45444,ME07,seaplane_base,Acadian Seaplane Base,44.39805,-68.219583,0,NA,US,US-ME,Bar Harbor,no,ME07,,ME07,,,
21943,ME08,small_airport,Gadabout Gaddis Airport,45.040806,-69.869629,342,NA,US,US-ME,Bingham,no,ME08,,ME08,,,
21944,ME09,seaplane_base,Panther Pond Seaplane Base,43.93009948730469,-70.45310211,277,NA,US,US-ME,Raymond,no,ME09,,ME09,,,
21945,ME11,seaplane_base,Cooper Seaplane Base,44.34230041503906,-70.28780365,373,NA,US,US-ME,Hartford,no,ME11,,ME11,,,
21946,ME12,seaplane_base,Brettuns Pond Seaplane Base,44.38779830932617,-70.25450134,400,NA,US,US-ME,Livermore,no,ME12,,ME12,,,
21947,ME14,small_airport,Bald Mountain Airport,44.23059844970703,-69.12310028,570,NA,US,US-ME,Camden,no,ME14,,ME14,,,
21948,ME16,small_airport,Loring International Airport,46.950401,-67.885902,746,NA,US,US-ME,Limestone,no,ME16,LIZ,ME16,,https://en.wikipedia.org/wiki/Loring_International_Airport,Loring AFB
21949,ME17,small_airport,Thomas Airport,44.66019821166992,-70.58799744,670,NA,US,US-ME,Roxbury,no,ME17,,ME17,,,
21950,ME18,heliport,Chesuncook Forestry District Heliport,45.883399963378906,-69.23280334,960,NA,US,US-ME,Chesuncook,no,ME18,,ME18,,,
21951,ME19,small_airport,Clayton Lake Strip,46.617094,-69.523244,1150,NA,US,US-ME,Clayton Lake,no,ME19,,ME19,,,
